期号,开奖日期,开奖星期,红球,蓝球,一等奖注数,一等奖金额(元),二等奖注数,二等奖金额(元),总销售额(元),奖池金额(元),开奖公告
2024026,2024-03-10,星期日,"04,07,18,19,20,25",06,14,6573568,465,59220,431419382,2274290656,上海1注，安徽1注，湖北1注，广东1注，云南1注，陕西1注，甘肃3注，深圳5注，共14注。
2024025,2024-03-07,星期四,"08,15,21,22,25,33",13,8,7903667,77,377099,399059370,2283708268,北京1注，上海1注，广东2注，四川2注，云南1注，陕西1注，共8注。
2024024,2024-03-05,星期二,"03,07,21,24,26,30",10,10,7196464,276,99477,389179240,2259827583,天津1注，辽宁2注，上海1注，福建2注，湖北2注，云南1注，甘肃1注，共10注。
2024023,2024-03-03,星期日,"01,10,22,25,28,32",10,4,10000000,174,148772,429941270,2249424817,上海3注，福建1注，共4注。
2024022,2024-02-29,星期四,"02,09,11,14,18,26",06,27,5581991,335,58633,388759926,2211765504,天津1注，辽宁1注，上海1注，江苏1注，浙江2注，重庆11注，湖南1注，广东7注，贵州1注，云南1注，共27注。
2024021,2024-02-27,星期二,"04,06,16,17,23,24",11,8,7305253,182,126662,387567590,2303552638,上海1注，浙江2注，福建2注，河南1注，广东1注，陕西1注，共8注。
2024020,2024-02-25,星期日,"03,08,12,14,17,33",08,3,10000000,65,424047,401743532,2292837056,山东1注，广东1注，广西1注，共3注。
2024019,2024-02-22,星期四,"05,11,12,16,17,20",08,10,6256934,107,146838,362006810,2240147827,河北1注，上海2注，浙江2注，安徽1注，福建1注，广西1注，四川2注，共10注。
2024018,2024-02-20,星期二,"06,15,17,24,28,29",16,9,7077975,224,104362,362234554,2255582139,北京1注，福建2注，河南1注，湖北1注，湖南1注，广东1注，广西1注，宁夏1注，共9注。
2024017,2024-02-18,星期日,"04,17,19,20,25,32",04,3,10000000,96,336763,408414594,2249152255,广东2注，贵州1注，共3注。
2024016,2024-02-06,星期二,"07,12,20,24,32,33",04,136,5166908,87,326142,398150146,2182164460,浙江2注，贵州134注，共136注。
2024015,2024-02-04,星期日,"03,08,17,18,20,30",15,7,8302983,254,113783,391425990,2799740697,内蒙古1注，黑龙江1注，江苏1注，浙江1注，江西1注，广东1注，陕西1注，共7注。
2024014,2024-02-01,星期四,"01,02,10,22,24,25",13,7,8397008,110,270216,369008560,2771158275,吉林1注，浙江4注，湖北1注，新疆1注，共7注。
2024013,2024-01-30,星期二,"01,07,10,14,21,25",07,14,6178793,149,138448,368057096,2740765858,北京1注，河北4注，山东8注，广东1注，共14注。
2024012,2024-01-28,星期日,"01,03,07,18,22,28",15,7,8677481,138,233173,406461312,2765382313,山东1注，广东3注，云南1注，深圳2注，共7注。
2024011,2024-01-25,星期四,"08,12,16,20,27,31",06,13,5600516,143,68240,382080084,2729590794,北京2注，河北1注，吉林2注，山东3注，湖南1注，广东3注，四川1注，共13注。
2024010,2024-01-23,星期二,"11,16,20,21,23,24",04,4,10000000,73,399825,372460178,2773122333,黑龙江2注，江苏1注，湖南1注，共4注。
2024009,2024-01-21,星期日,"01,04,07,10,17,23",14,4,10000000,118,240959,409759128,2725560627,河北1注，上海1注，浙江1注，湖南1注，共4注。
2024008,2024-01-18,星期四,"08,20,21,23,27,30",13,5,9439349,151,183747,390103204,2680260839,北京1注，山东1注，湖南1注，广东1注，四川1注，共5注。
2024007,2024-01-16,星期二,"04,05,06,07,20,22",15,5,9552387,178,159845,391831746,2644219785,重庆1注，广东1注，新疆3注，共5注。
2024006,2024-01-14,星期日,"07,18,20,21,26,32",05,11,7265119,98,317810,430067550,2606624464,上海1注，浙江1注，福建4注，山东1注，湖南3注，四川1注，共11注。
2024005,2024-01-11,星期四,"05,06,20,23,25,32",03,5,10000000,99,333906,407820678,2593104612,浙江1注，安徽1注，福建1注，四川1注，深圳1注，共5注。
2024004,2024-01-09,星期二,"09,13,17,18,21,27",04,9,7037575,163,140630,397770990,2543934511,北京1注，河北2注，山西1注，辽宁2注，上海1注，浙江2注，共9注。
2024003,2024-01-07,星期日,"01,05,08,13,32,33",03,12,6749071,116,226173,428830208,2538504530,北京1注，河北1注，山西1注，江苏1注，安徽1注，江西1注，湖北1注，广东2注，广西1注，云南1注，新疆1注，共12注。
2024002,2024-01-04,星期四,"04,09,10,17,19,20",09,30,5455071,196,87067,402054502,2540785162,北京1注，河北2注，辽宁2注，上海2注，江苏5注，福建1注，山东1注，河南1注，湖北1注，湖南2注，广东5注，四川1注，云南2注，陕西1注，甘肃1注，宁夏1注，深圳1注，共30注。
2024001,2024-01-02,星期二,"03,07,16,26,27,32",16,7,8203438,164,170915,397951464,2653241738,河北2注，安徽1注，河南1注，湖南1注，广东1注，云南1注，共7注。
2023151,2023-12-31,星期日,"01,15,16,20,25,27",05,10,7807583,112,313346,452958034,2626575547,北京1注，山西1注，上海1注，江西1注，山东1注，湖南1注，广东2注，新疆1注，深圳1注，共10注。
2023150,2023-12-28,星期四,"10,17,25,26,30,33",05,7,8074962,109,246843,411922624,2599366995,河北1注，浙江1注，福建1注，广东2注，广西2注，共7注。
2023149,2023-12-26,星期二,"02,10,19,24,26,33",15,4,10000000,134,217847,405361488,2575173968,吉林1注，浙江1注，贵州1注，新疆1注，共4注。
2023148,2023-12-24,星期日,"03,05,07,09,19,20",08,39,5414501,424,47657,454223900,2527599376,北京2注，河北1注，山西1注，辽宁2注，黑龙江2注，上海1注，江苏1注，浙江1注，安徽1注，福建1注，山东2注，重庆7注，湖南2注，广东7注，广西4注，海南1注，贵州1注，新疆1注，深圳1注，共39注。其中一等奖特别奖为：上海1注，福建1注，山东2注，重庆6注，广东6注，海南1注。
2023147,2023-12-21,星期四,"05,06,14,16,19,32",12,8,7564467,96,267132,432874498,2678144078,辽宁1注，上海1注，江苏2注，湖南1注，四川1注，云南1注，甘肃1注，共8注。其中一等奖特别奖为：江苏1注，甘肃1注。
2023146,2023-12-19,星期二,"02,03,06,11,20,32",09,9,6968340,172,128743,449833942,2661725786,北京1注，天津1注，辽宁1注，上海1注，江苏1注，安徽1注，福建1注，湖南2注，共9注。其中一等奖特别奖为：北京1注，天津1注，辽宁1注，江苏1注，安徽1注，福建1注，湖南1注。
2023145,2023-12-17,星期日,"07,10,21,22,23,24",11,8,8328480,195,170691,488324570,2658009357,北京1注，浙江1注，云南5注，青海1注，共8注。其中一等奖特别奖为：北京1注，云南1注。
2023144,2023-12-14,星期四,"12,16,17,22,25,27",08,9,6787498,151,133174,461560620,2624782779,内蒙古1注，辽宁1注，安徽1注，江西1注，四川1注，云南1注，甘肃3注，共9注。其中一等奖特别奖为：内蒙古1注，辽宁1注，安徽1注，江西1注，甘肃2注。
2023143,2023-12-12,星期二,"05,07,09,16,23,30",15,32,5793556,187,169744,460243432,2625542196,江苏3注，浙江1注，湖北1注，广东22注，贵州3注，陕西1注，宁夏1注，共32注。其中一等奖特别奖为：江苏3注，湖北1注，广东22注。
2023142,2023-12-10,星期日,"02,08,20,21,27,33",14,3,10000000,130,301470,507406422,2715709193,山东1注，湖北2注，共3注。其中一等奖特别奖为：湖北2注。
2023141,2023-12-07,星期四,"01,08,11,12,21,23",03,11,7529897,220,158118,493963074,2628135529,河北2注，黑龙江1注，江苏1注，江西1注，重庆1注，湖南3注，四川2注，共11注。其中一等奖特别奖为：河北2注，黑龙江1注，江苏1注，江西1注，湖南1注，四川1注。
2023140,2023-12-05,星期二,"03,04,11,14,30,31",05,12,7033098,123,247938,480392100,2606606136,北京1注，内蒙古1注，浙江5注，广西1注，四川1注，贵州3注，共12注。其中一等奖特别奖为：浙江5注，广西1注。
2023139,2023-12-03,星期日,"12,14,19,21,27,31",11,7,9460351,133,293444,521719600,2599513870,辽宁1注，上海2注，浙江1注，江西1注，广东2注，共7注。其中一等奖特别奖为：辽宁1注，上海1注，江西1注，广东2注。
2023138,2023-11-30,星期四,"03,22,28,30,31,33",04,3,10000000,78,473833,492601986,2548652101,吉林2注，上海1注，共3注。其中一等奖特别奖为：吉林2注，上海1注。
2023137,2023-11-28,星期二,"03,12,17,19,23,27",11,6,8591449,213,126459,492348152,2467775081,北京1注，安徽1注，福建1注，湖北1注，广东1注，陕西1注，共6注。其中一等奖特别奖为：北京1注，安徽1注，福建1注，陕西1注。
2023136,2023-11-26,星期日,"03,05,10,21,22,26",10,21,6073140,240,117374,525192790,2438516168,河北1注，内蒙古1注，江苏1注，安徽3注，福建2注，山东2注，河南2注，湖南2注，广东5注，云南2注，共21注。其中一等奖特别奖为：内蒙古1注，安徽2注，山东2注，河南2注，湖南1注，广东5注。
2023135,2023-11-23,星期四,"05,06,11,13,28,30",07,23,5669924,221,87150,486609550,2481542330,河北1注，辽宁1注，江苏8注，浙江1注，安徽2注，福建1注，山东2注，河南1注，广西1注，四川2注，贵州2注，云南1注，共23注。其中一等奖特别奖为：江苏7注，浙江1注，安徽2注，福建1注，山东1注，广西1注，四川2注，贵州1注。
2023134,2023-11-21,星期二,"05,08,09,17,22,33",04,28,5894533,232,134951,484355844,2554169624,江苏4注，浙江12注，安徽3注，山东1注，重庆1注，河南1注，广东1注，四川1注，贵州1注，深圳3注，共28注。其中一等奖特别奖为：江苏4注，浙江12注，安徽3注，重庆1注，河南1注，广东1注，四川1注，深圳3注。
2023133,2023-11-19,星期日,"04,05,10,14,22,25",03,17,6512569,306,105039,517770956,2625290582,内蒙古1注，吉林1注，江苏6注，浙江2注，安徽2注，福建2注，湖南1注，广东1注，新疆1注，共17注。其中一等奖特别奖为：江苏6注，安徽2注，福建1注，湖南1注，广东1注，新疆1注。
2023132,2023-11-16,星期四,"03,09,11,15,25,27",01,24,6034708,339,91567,474511672,2639577950,河北2注，山西1注，内蒙古1注，黑龙江1注，浙江3注，山东5注，河南3注，湖北3注，湖南2注，四川2注，陕西1注，共24注。其中一等奖特别奖为：河北2注，山西1注，内蒙古1注，黑龙江1注，浙江2注，山东2注，河南3注，湖北3注，湖南2注，四川1注，陕西1注。
2023131,2023-11-14,星期二,"06,07,14,20,26,32",01,7,9257052,140,266065,466031504,2691287209,山西1注，重庆1注，湖南2注，广东3注，共7注。其中一等奖特别奖为：山西1注，重庆1注，湖南2注，广东1注。
2023130,2023-11-12,星期日,"04,10,17,22,23,32",16,3,10000000,261,153869,497696868,2644338946,河南1注，广东1注，四川1注，共3注。其中一等奖特别奖为：河南1注，广东1注。
2023129,2023-11-09,星期四,"08,09,12,17,32,33",04,6,9879535,132,277246,473959588,2553859029,江苏1注，安徽2注，福建1注，广东2注，共6注。其中一等奖特别奖为：安徽2注。
2023128,2023-11-07,星期二,"07,16,20,21,27,33",01,7,7837587,178,139488,381237932,2503346700,"北京1注,天津1注,福建2注,云南3注,共7注。"
2023127,2023-11-05,星期日,"03,08,19,22,26,32",14,13,6891253,253,121473,415967168,2483723142,"河北1注,浙江1注,安徽2注,福建1注,河南1注,湖北1注,广东3注,云南1注,深圳2注,共13注。"
2023126,2023-11-02,星期四,"10,24,26,28,29,31",16,7,8438994,140,214937,394649530,2481110827,"山西1注,安徽1注,广东2注,四川1注,陕西1注,新疆1注,共7注。"
2023125,2023-10-31,星期二,"11,14,15,27,30,33",04,3,10000000,104,253325,386307316,2449910182,"北京1注,福建1注,陕西1注,共3注。"
2023124,2023-10-29,星期日,"02,03,17,18,25,30",11,8,7192295,207,105908,417825112,2400872645,"河北1注,吉林1注,江苏1注,浙江1注,福建1注,山东1注,云南1注,新疆1注,共8注。"
2023123,2023-10-26,星期四,"10,13,15,22,29,32",15,14,6724880,146,206749,385283048,2392642136,"内蒙古1注,浙江11注,安徽1注,广西1注,共14注。"
2023122,2023-10-24,星期二,"07,08,14,18,20,30",05,9,6889762,104,204421,383794308,2396234235,"河北2注,山西1注,黑龙江1注,福建1注,河南2注,广东1注,宁夏1注,共9注。"
2023121,2023-10-22,星期日,"02,12,16,25,30,31",12,8,7805455,105,267186,412907242,2394462620,"江苏1注,福建1注,河南1注,广东4注,西藏1注,共8注。"
2023120,2023-10-19,星期四,"03,08,13,24,27,29",08,15,6057696,262,75693,382480862,2372742600,"天津1注,内蒙古1注,黑龙江1注,安徽1注,山东2注,河南1注,广东3注,四川1注,云南3注,深圳1注,共15注。"
2023119,2023-10-17,星期二,"01,02,03,19,21,28",15,4,10000000,76,392351,379869478,2404112623,"北京1注,福建1注,广东2注,共4注。"
2023118,2023-10-15,星期日,"01,02,11,19,25,29",04,9,7221722,400,62485,416077564,2354656592,"河北1注,辽宁1注,江苏1注,福建1注,山东1注,湖北1注,湖南1注,广东1注,云南1注,共9注。"
2023117,2023-10-12,星期四,"02,11,14,17,18,28",08,8,6198467,114,105128,382441836,2344668961,"河北2注,内蒙古2注,湖北1注,广东1注,广西2注,共8注。"
2023116,2023-10-10,星期二,"02,08,09,13,24,27",12,10,6501260,238,78847,373229184,2358302682,"北京1注,安徽3注,福建2注,河南1注,广西1注,云南1注,宁夏1注,共10注。"
2023115,2023-10-08,星期日,"02,07,16,21,26,27",16,13,6684992,123,222610,399381218,2367018008,"浙江1注,福建1注,重庆5注,新疆6注,共13注。"
2023114,2023-10-05,星期四,"07,09,15,16,17,26",09,9,6717188,157,123046,370562742,2371779513,"河北1注,山西1注,辽宁1注,黑龙江1注,安徽1注,山东1注,河南1注,湖北1注,云南1注,共9注。"
2023113,2023-09-28,星期四,"01,02,13,18,25,27",03,9,7108275,101,234832,373161172,2374279095,"北京1注,辽宁1注,浙江1注,广东1注,宁夏5注,共9注。"
2023112,2023-09-26,星期二,"09,12,13,22,24,31",04,13,6599921,176,147720,369828352,2367099281,"北京1注,天津1注,山西1注,浙江5注,陕西1注,甘肃4注,共13注。"
2023111,2023-09-24,星期日,"05,06,12,17,20,33",09,4,10000000,121,208017,404303630,2374902077,"山西1注,内蒙古1注,湖南1注,四川1注,共4注。"
2023110,2023-09-21,星期四,"02,06,20,25,29,33",16,6,8972251,70,425598,375580258,2339391685,"浙江1注,山东1注,四川4注,共6注。"
2023109,2023-09-19,星期二,"06,08,10,13,16,28",13,3,10000000,221,115585,372318810,2303849540,"河南1注,四川1注,陕西1注,共3注。"
2023108,2023-09-17,星期日,"01,03,06,08,18,24",09,12,6002668,109,137981,414140392,2257216493,"河北1注,安徽2注,福建1注,江西1注,山东1注,重庆1注,河南1注,湖南1注,广东2注,广西1注,共12注。"
2023107,2023-09-14,星期四,"03,07,18,25,29,33",14,6,7890900,194,111761,377747376,2284128424,"山东1注,河南1注,四川3注,贵州1注,共6注。"
2023106,2023-09-12,星期二,"07,09,10,20,22,24",07,4,8594088,140,128360,375981944,2266428564,"上海1注,江苏1注,四川1注,深圳1注,共4注。"
2023105,2023-09-10,星期日,"01,03,05,26,30,32",16,3,10000000,77,404257,405852212,2246893587,"北京1注,广东2注,共3注。"
2023104,2023-09-07,星期四,"10,19,23,25,30,31",12,2,10000000,76,311447,371735912,2183510069,"北京1注,浙江1注,共2注。"
2023103,2023-09-05,星期二,"05,06,13,24,25,29",15,3,10000000,103,281418,370559376,2132500020,"浙江3注,共3注。"
2023102,2023-09-03,星期日,"01,09,10,13,21,28",10,10,6615741,98,206089,408618502,2075541857,"山西2注,江苏2注,浙江3注,湖北1注,贵州1注,宁夏1注,共10注。"
