期号,开奖日期,开奖星期,红球,蓝球,一等奖注数,一等奖金额(元),二等奖注数,二等奖金额(元),总销售额(元),奖池金额(元),开奖公告
2014151,2014-12-28,星期日,"04,05,08,11,21,27",08,13,6578931（含派奖769230）,195,67475,436728282,521118039,"天津1注,河北2注,吉林1注,江苏2注,浙江2注,山东1注,重庆1注,广东1注,广西2注,共13注。"
2014150,2014-12-25,星期四,"03,08,14,22,24,32",09,9,7717144（含派奖1111111）,161,112222,393965122,557171217,"山西1注,内蒙古1注,辽宁1注,上海1注,安徽1注,山东1注,河南1注,湖南1注,陕西1注,共9注。"
2014149,2014-12-23,星期二,"07,09,10,15,19,33",01,2,15000000（含派奖5000000）,154,222360,386664128,562421886,"上海2注,共2注。"
2014148,2014-12-21,星期日,"01,02,05,12,15,16",13,9,8710675（含派奖1111111）,133,219887,425097618,479691558,"河北2注,吉林1注,上海1注,江西1注,广东1注,广西1注,四川1注,新疆1注,共9注。"
2014147,2014-12-18,星期四,"06,07,22,26,31,32",10,4,12241950（含派奖2500000）,93,254943,385071740,460352344,"内蒙古1注,湖北1注,广东1注,广西1注,共4注。"
2014146,2014-12-16,星期二,"01,06,13,20,29,32",01,3,13333333（含派奖3333333）,100,329347,383982986,428190888,"内蒙古1注,上海2注,共3注。"
2014145,2014-12-14,星期日,"10,12,13,23,26,29",11,9,8297945（含派奖1111111）,142,173252,428104998,359386704,"北京1注,辽宁2注,江苏1注,山东1注,湖南1注,广东2注,四川1注,共9注。"
2014144,2014-12-11,星期四,"03,05,06,09,10,27",14,6,10122305（含派奖1666666）,191,135692,379438954,350262546,"河北1注,浙江1注,山东1注,湖南2注,深圳1注,共6注。"
2014143,2014-12-09,星期二,"03,12,18,20,25,26",16,14,6998852（含加奖714285）,197,114111,375707362,323244502,"北京5注,山西6注,吉林1注,海南1注,四川1注,共14注。"
2014142,2014-12-07,星期日,"06,21,22,23,25,28",13,5,12000000（含加奖2000000）,100,318025,419262206,343788680,"黑龙江1注,安徽1注,重庆1注,湖南1注,深圳1注,共5注。"
2014141,2014-12-04,星期四,"08,09,11,16,21,24",10,22,6335444（含加奖454545）,168,144194,374573402,298381028,"北京12注,黑龙江1注,江苏1注,浙江3注,江西2注,广东1注,西藏1注,陕西1注,共22注。"
2014140,2014-12-02,星期二,"06,10,11,14,17,33",06,5,9914504（含加奖2000000）,102,178584,369928040,355086600,"内蒙古1注,黑龙江1注,江苏1注,浙江1注,西藏1注,共5注。"
2014139,2014-11-30,星期日,"01,14,15,20,25,29",11,10,8062601（含加奖1000000）,102,252769,416872552,340012160,"上海2注,浙江2注,重庆1注,广东2注,四川2注,陕西1注,共10注。"
2014138,2014-11-27,星期四,"04,06,13,29,31,33",13,5,11482317（含加奖2000000）,126,222337,379450576,333290635,"河北1注,黑龙江1注,重庆1注,河南1注,广东1注,共5注。"
2014137,2014-11-25,星期二,"03,06,09,11,25,29",09,27,5906822（含加奖555555）,223,53162,377779080,296658774,"北京2注,天津1注,山西1注,辽宁2注,黑龙江1注,上海1注,江苏2注,浙江1注,河南2注,湖北1注,云南5注,陕西5注,宁夏1注,新疆1注,深圳1注,共27注。"
2014136,2014-11-23,星期日,"03,16,19,27,31,32",10,1,15000000（含加奖5000000）,112,247269,419949224,405577188,"黑龙江1注,共1注。"
2014135,2014-11-20,星期四,"02,04,11,13,25,33",01,4,12500000（含加奖2500000）,210,147183,380304722,332494676,"北京1注,江苏1注,重庆1注,广东1注,共4注。"
2014134,2014-11-18,星期二,"05,16,22,23,26,28",02,7,10031378（含加奖1428571）,124,254230,374813426,279769385,"山西1注,江苏1注,山东1注,重庆1注,湖北1注,陕西1注,深圳1注,共7注。"
2014133,2014-11-16,星期日,"13,14,16,23,30,31",13,4,12006712（含加奖2500000）,125,180268,417287906,245415332,"北京1注,浙江1注,江西1注,陕西1注,共4注。"
2014132,2014-11-13,星期四,"05,06,14,15,18,33",08,5,9132195（含加奖2000000）,81,164521,372487192,215841500,"辽宁3注,河南1注,云南1注,共5注。"
2014131,2014-11-11,星期二,"05,17,21,22,28,32",14,7,10041712（含加奖1428571）,211,149834,396591384,211523816,"北京1注,内蒙古1注,黑龙江1注,江苏1注,江西2注,云南1注,共7注。"
2014130,2014-11-09,星期日,"01,02,10,24,30,33",10,3,13333333（含加奖3333333）,77,344673,402591108,176970840,"福建1注,广东1注,四川1注,共3注。"
2014129,2014-11-06,星期四,"05,08,09,20,28,32",02,7,6428571（含加奖1428571）,207,120794,359082268,127351182,"河北1注,辽宁1注,浙江1注,福建1注,湖南1注,海南1注,深圳1注,共7注。"
2014128,2014-11-04,星期二,"05,07,08,17,18,24",14,10,6000000（含加奖1000000）,180,122362,358520804,87337680,"辽宁1注,吉林2注,福建1注,重庆1注,河南1注,湖南1注,广西1注,贵州1注,宁夏1注,共10注。"
2014127,2014-11-02,星期日,"02,10,12,21,23,27",12,15,5666666（含加奖666666）,189,94735,405427926,71262030,"天津1注,河北1注,吉林1注,黑龙江1注,江苏1注,安徽2注,湖北1注,广东1注,贵州1注,陕西4注,深圳1注,共15注。"
2014126,2014-10-30,星期四,"06,11,16,17,22,27",01,28,6067086（含加奖357142）,425,58466,374635140,92547000,"河北1注,山西6注,内蒙古2注,黑龙江1注,上海2注,江西2注,山东1注,重庆2注,河南2注,湖北1注,广东1注,四川5注,新疆2注,共28注。"
2014125,2014-10-28,星期二,"10,11,15,26,31,32",06,5,10893985（含加奖2000000）,84,289731,369171242,177881270,"黑龙江1注,山东1注,重庆1注,河南1注,广东1注,共5注。"
2014124,2014-10-26,星期日,"02,17,20,24,31,33",04,3,8333333（含加奖3333333）,72,452439,414603564,149338971,"浙江1注,广东1注,广西1注,共3注。"
2014123,2014-10-23,星期四,"01,06,11,17,28,33",05,31,5504877,447,43767,374248054,66611994,"河北4注,江苏7注,浙江2注,江西2注,重庆2注,河南2注,湖北5注,广西1注,四川5注,新疆1注,共31注。"
2014122,2014-10-21,星期二,"06,09,11,16,20,29",11,16,5951266,156,121957,372450634,178571232,"内蒙古1注,上海1注,江苏3注,浙江2注,重庆2注,湖北3注,广东1注,甘肃1注,宁夏1注,深圳1注,共16注。"
2014121,2014-10-19,星期日,"01,02,13,22,28,30",09,15,6326521,265,93857,414246034,216715500,"河北1注,内蒙古3注,吉林1注,黑龙江1注,浙江2注,安徽1注,山东1注,湖北1注,广西2注,贵州1注,宁夏1注,共15注。"
2014120,2014-10-16,星期四,"01,07,12,16,23,28",04,23,5924705,375,70894,380941988,236996485,"北京1注,内蒙古2注,上海1注,江苏1注,浙江1注,江西1注,山东1注,河南10注,广东4注,广西1注,共23注。"
2014119,2014-10-14,星期二,"06,13,17,20,26,29",09,16,5570537,138,82686,374297910,293508896,"内蒙古1注,上海4注,江苏1注,安徽1注,江西1注,山东1注,河南2注,广东2注,四川1注,云南1注,陕西1注,共16注。"
2014118,2014-10-12,星期日,"05,07,15,18,26,30",03,15,6427135,328,81581,412610364,348405240,"北京1注,天津1注,河北1注,内蒙古5注,黑龙江1注,江苏1注,山东1注,河南1注,广东2注,青海1注,共15注。"
2014117,2014-10-09,星期四,"05,10,17,25,28,29",04,9,7417293,316,86058,376251864,364535919,"河北1注,内蒙古1注,浙江1注,江西1注,山东2注,湖北1注,广东1注,四川1注,共9注。"
2014116,2014-10-07,星期二,"09,10,14,15,19,29",16,8,7738382,178,153841,355472106,349707904,"浙江2注,福建1注,重庆4注,云南1注,共8注。"
2014115,2014-10-05,星期日,"01,09,10,11,13,32",03,107,5206826,176,157176,393986920,329463486,"北京1注,山西101注,黑龙江1注,上海2注,安徽1注,山东1注,共107注。"
2014114,2014-10-02,星期四,"02,07,23,30,32,33",10,4,7655494,64,207460,336622164,803604936,"内蒙古1注,吉林1注,江西1注,贵州1注,共4注。"
2014113,2014-09-30,星期二,"12,14,28,31,32,33",07,2,10000000,61,329010,376332046,794394502,"辽宁1注,上海1注,共2注。"
2014112,2014-09-28,星期日,"01,15,16,21,24,30",03,16,5556035,150,74138,438774340,754185552,"北京1注,天津1注,河北4注,辽宁2注,重庆1注,河南1注,湖北1注,湖南1注,四川2注,云南1注,新疆1注,共16注。"
2014111,2014-09-25,星期四,"02,08,17,20,22,28",02,5,10000000,86,386831,391471380,809720000,"吉林1注,上海1注,浙江1注,深圳2注,共5注。"
2014110,2014-09-23,星期二,"01,08,11,13,19,30",06,4,9300795,143,150377,384948858,759917456,"山东1注,重庆1注,广东1注,陕西1注,共4注。"
2014109,2014-09-21,星期日,"02,05,11,15,19,28",02,16,6744502,304,114769,437600916,732608704,"上海1注,江苏1注,福建1注,江西1注,广西1注,四川1注,新疆10注,共16注。"
2014108,2014-09-18,星期四,"03,08,09,20,23,28",02,14,6392168,357,68243,393047674,735850612,"北京2注,天津2注,河北1注,黑龙江1注,江苏1注,江西2注,重庆1注,湖南2注,广东1注,云南1注,共14注。"
2014107,2014-09-16,星期二,"11,14,17,22,25,27",16,5,9244289,117,226724,387176276,752252140,"黑龙江1注,浙江2注,河南1注,云南1注,共5注。"
2014106,2014-09-14,星期日,"09,14,17,18,21,25",15,4,10000000,124,257862,422052940,718893160,"黑龙江1注,上海1注,浙江1注,陕西1注,共4注。"
2014105,2014-09-11,星期四,"14,16,17,19,27,32",04,6,9151943,67,464769,379715550,662968446,"北京1注,黑龙江1注,河南1注,湖北2注,广西1注,共6注。"
2014104,2014-09-09,星期二,"02,06,12,19,27,28",13,5,9351116,372,73103,358170510,624461375,"北京1注,浙江1注,重庆1注,湖北1注,广西1注,共5注。"
2014103,2014-09-07,星期日,"03,08,09,10,18,33",04,8,7120349,179,118455,396768732,589633520,"山西1注,内蒙古2注,安徽1注,湖北1注,广东3注,共8注。"
2014102,2014-09-04,星期四,"14,16,21,24,28,31",13,3,10000000,80,346223,368749750,582985842,"黑龙江1注,上海1注,江西1注,共3注。"
2014101,2014-09-02,星期二,"16,18,20,23,24,32",07,2,10000000,61,420623,359712392,529892270,"北京1注,安徽1注,共2注。"
2014100,2014-08-31,星期日,"01,06,09,10,14,16",11,3,10000000,90,260404,401949134,472918194,"江苏1注,湖南2注,共3注。"
2014099,2014-08-28,星期四,"01,05,10,11,13,32",14,4,10000000,47,565778,358086522,432609020,"北京1注,上海1注,河南2注,共4注。"
2014098,2014-08-26,星期二,"02,13,17,20,29,31",07,5,8502424,77,284287,353151800,392834215,"江西1注,重庆2注,广东1注,贵州1注,共5注。"
2014097,2014-08-24,星期日,"07,13,24,25,27,32",15,3,10000000,148,196578,390727104,369675882,"上海1注,广西1注,深圳1注,共3注。"
2014096,2014-08-21,星期四,"12,14,17,19,22,24",08,4,9824585,86,280499,357432576,312395240,"北京1注,湖南1注,四川1注,云南1注,共4注。"
2014095,2014-08-19,星期二,"05,06,08,14,22,31",08,5,7265534,134,105668,348187212,279324805,"北京1注,辽宁2注,重庆1注,广东1注,共5注。"
2014094,2014-08-17,星期日,"01,10,18,20,23,29",01,2,10000000,79,363453,394513356,273173708,"天津1注,重庆1注,共2注。"
2014093,2014-08-14,星期四,"02,08,09,10,20,29",05,23,5209398,205,29366,361310882,207035236,"北京2注,天津2注,内蒙古1注,黑龙江1注,江苏1注,安徽2注,江西3注,山东2注,重庆3注,湖北1注,湖南1注,广东2注,云南1注,深圳1注,共23注。"
2014092,2014-08-12,星期二,"03,13,18,19,22,26",07,8,6633423,185,88293,355694942,308790808,"辽宁1注,上海2注,安徽2注,福建1注,重庆1注,深圳1注,共8注。"
2014091,2014-08-10,星期日,"01,05,12,19,27,29",14,7,8264071,148,192977,395683536,312855494,"山西1注,黑龙江1注,浙江1注,山东1注,广西1注,陕西2注,共7注。"
2014090,2014-08-07,星期四,"05,09,11,19,24,32",13,17,5909390,201,96141,361007810,285022119,"北京1注,天津1注,内蒙古5注,辽宁1注,江苏2注,浙江1注,江西1注,重庆1注,湖北1注,广东1注,云南2注,共17注。"
2014089,2014-08-05,星期二,"04,06,14,17,27,30",09,15,5545146,145,70493,349996988,327508140,"北京5注,上海2注,浙江1注,福建3注,重庆1注,四川1注,贵州1注,新疆1注,共15注。"
2014088,2014-08-03,星期日,"03,06,11,14,16,29",15,4,10000000,100,261555,378895304,380020836,"山西1注,山东1注,广东2注,共4注。"
2014087,2014-07-31,星期四,"06,18,22,23,32,33",06,6,8003802,89,253129,346294212,341554266,"北京1注,山西1注,黑龙江1注,江西1注,重庆1注,广东1注,共6注。"
2014086,2014-07-29,星期二,"02,04,10,12,14,30",08,6,8140814,147,160245,342885520,321991524,"辽宁1注,四川5注,共6注。"
2014085,2014-07-27,星期日,"01,02,11,19,23,29",08,15,6219107,106,215644,383964576,300168090,"吉林1注,浙江1注,重庆4注,湖北1注,广东1注,四川2注,陕西5注,共15注。"
2014084,2014-07-24,星期四,"01,06,09,10,13,25",08,6,7345069,107,164374,348439746,324879900,"河北1注,上海1注,山东1注,广西1注,四川1注,深圳1注,共6注。"
2014083,2014-07-22,星期二,"05,06,19,21,23,33",12,6,7954331,111,199616,342671260,316186254,"辽宁1注,黑龙江1注,江西1注,河南1注,甘肃2注,共6注。"
2014082,2014-07-20,星期日,"02,04,20,25,26,29",11,6,8166275,90,263856,376072870,297439788,"河北1注,福建5注,共6注。"
2014081,2014-07-17,星期四,"08,14,22,24,27,29",10,6,8256141,88,277512,345588442,275196240,"北京1注,辽宁1注,上海1注,广东3注,共6注。"
2014080,2014-07-15,星期二,"05,14,16,17,25,30",07,1,10000000,254,83090,339602048,251469908,"山西1注,共1注。"
2014079,2014-07-13,星期日,"02,07,16,22,27,28",02,7,8316463,168,172732,371546996,198155300,"北京1注,内蒙古1注,辽宁1注,江苏1注,重庆2注,广西1注,共7注。"
2014078,2014-07-10,星期四,"02,03,05,06,09,17",07,9,6628498,112,163576,340877252,169313373,"北京1注,河北1注,内蒙古2注,江苏1注,安徽1注,重庆1注,河南1注,湖北1注,共9注。"
2014077,2014-07-08,星期二,"08,09,12,15,19,22",10,8,6647934,140,117709,335080206,174008032,"辽宁1注,上海1注,浙江2注,江西2注,广东1注,海南1注,共8注。"
2014076,2014-07-06,星期日,"06,10,12,17,18,33",11,3,10000000,76,324412,375634222,177753477,"湖北1注,湖南1注,贵州1注,共3注。"
2014075,2014-07-03,星期四,"03,09,11,22,27,29",06,24,5641067,169,113799,341705034,133787352,"北京5注,河北8注,江苏1注,江西1注,重庆1注,湖南4注,云南1注,陕西2注,深圳1注,共24注。"
2014074,2014-07-01,星期二,"01,03,06,13,30,31",12,1,10000000,88,239871,333005878,211476892,"广西1注,共1注。"
2014073,2014-06-29,星期日,"01,12,16,20,30,33",02,5,5000000,79,382345,368813894,158150815,"天津1注,内蒙古1注,重庆1注,广东2注,共5注。"
2014072,2014-06-26,星期四,"01,03,07,13,19,32",16,3,5000000,106,243820,324184472,92535036,"江苏1注,江西1注,湖北1注,共3注。"
2014071,2014-06-24,星期二,"02,04,12,17,22,25",14,34,3043574,432,43988,332837230,30000000,"北京2注,天津1注,河北1注,山西1注,上海3注,江苏2注,浙江1注,山东2注,重庆7注,河南1注,湖北1注,广东2注,广西2注,贵州1注,云南6注,深圳1注,共34注。"
2014070,2014-06-22,星期日,"01,07,09,19,28,29",07,25,5398171,199,62526,381932126,46472150,"天津1注,吉林1注,安徽2注,江西1注,山东2注,重庆2注,广东11注,四川2注,云南1注,甘肃1注,深圳1注,共25注。"
2014069,2014-06-19,星期四,"05,12,17,19,25,30",11,10,6146408,218,65734,344427596,144097840,"山西1注,黑龙江1注,江苏1注,浙江2注,重庆1注,贵州1注,深圳3注,共10注。"
2014068,2014-06-17,星期二,"04,12,13,22,27,29",16,3,5000000,122,235536,333498724,162571614,"河北2注,云南1注,共3注。"
2014067,2014-06-15,星期日,"01,06,07,17,18,23",06,16,6218687,203,120067,369752334,91365232,"辽宁1注,黑龙江1注,江西1注,重庆3注,湖北5注,广东1注,广西1注,四川1注,深圳2注,共16注。"
2014066,2014-06-12,星期四,"02,05,15,17,18,21",16,3,5000000,89,308573,326106482,117743004,"内蒙古1注,吉林1注,河南1注,共3注。"
2014065,2014-06-10,星期二,"03,04,05,08,10,22",06,14,5000000,131,174687,331291864,50353786,"北京1注,内蒙古2注,辽宁1注,上海2注,浙江1注,山东3注,广东3注,深圳1注,共14注。"
2014064,2014-06-08,星期日,"02,09,15,16,29,32",14,14,5000000,287,76848,362553032,51701734,"辽宁1注,江苏3注,江西1注,山东1注,重庆1注,河南1注,湖北1注,广东3注,广西2注,共14注。"
2014063,2014-06-05,星期四,"03,08,17,21,22,31",16,8,5000000,224,97522,318559312,55534992,"黑龙江1注,上海2注,江苏2注,浙江2注,云南1注,共8注。"
2014062,2014-06-03,星期二,"06,09,15,24,25,26",09,58,1557886,396,22689,324555900,30000000,"北京5注,河北1注,山西2注,内蒙古1注,辽宁2注,江苏2注,浙江1注,安徽4注,福建3注,江西1注,山东2注,重庆1注,河南1注,湖北12注,广东4注,广西1注,四川10注,贵州3注,云南1注,西藏1注,共58注。"
2014061,2014-06-01,星期日,"02,14,17,27,28,31",08,16,5000000,210,105096,348086982,63402256,"黑龙江1注,上海2注,湖北5注,广东1注,陕西1注,青海5注,深圳1注,共16注。"
2014060,2014-05-29,星期四,"03,05,14,18,25,33",06,1,5000000,156,104288,332537430,77191491,"云南1注,共1注。"
2014059,2014-05-27,星期二,"05,08,12,13,23,25",13,14,5000000,192,117768,332914310,33384288,"北京2注,内蒙古1注,浙江2注,江西1注,山东5注,重庆1注,广东1注,广西1注,共14注。"
2014058,2014-05-25,星期日,"02,03,12,13,14,25",11,38,5136638,213,30471,395239936,35549494,"北京3注,河北3注,内蒙古1注,吉林1注,黑龙江1注,上海1注,浙江1注,福建3注,江西1注,山东2注,重庆3注,河南1注,湖北4注,湖南1注,广东2注,四川5注,甘肃1注,新疆3注,深圳1注,共38注。"
2014057,2014-05-22,星期四,"02,04,12,18,23,31",08,6,8117313,92,254128,357051002,211270800,"吉林1注,江苏1注,江西1注,河南1注,广东1注,深圳1注,共6注。"
2014056,2014-05-20,星期二,"01,11,18,20,28,29",01,6,8207897,117,205634,355820816,189835134,"北京1注,江苏1注,山东1注,重庆1注,湖北1注,广东1注,共6注。"
2014055,2014-05-18,星期日,"02,09,14,19,21,30",04,8,6995330,141,141512,399255230,166904832,"山西3注,内蒙古1注,江苏1注,浙江1注,湖北1注,贵州1注,共8注。"
2014054,2014-05-15,星期四,"01,04,05,11,29,30",14,14,6152102,331,73094,362404232,163007572,"山西2注,吉林1注,上海2注,江苏1注,安徽1注,福建1注,江西1注,湖南2注,四川2注,宁夏1注,共14注。"
2014053,2014-05-13,星期二,"14,17,19,22,26,31",02,1,10000000,80,385716,357050160,192683993,"广东1注,共1注。"
